continent,country,league,season,team_name
Europe,Portugal,Primeira Liga,2020,Moreirense FC
Europe,Portugal,Primeira Liga,2020,Sporting Farense
Europe,Portugal,Primeira Liga,2020,FC Porto
Europe,Portugal,Primeira Liga,2020,Sporting Braga
Europe,Portugal,Primeira Liga,2020,Portimonense SC
Europe,Portugal,Primeira Liga,2020,FC Pacos Ferreira
Europe,Portugal,Primeira Liga,2020,Sporting CP
Europe,Portugal,Primeira Liga,2020,Gil Vicente FC
Europe,Portugal,Primeira Liga,2020,CD Tondela
Europe,Portugal,Primeira Liga,2020,Rio Ave FC
Europe,Portugal,Primeira Liga,2020,CD Nacional
Europe,Portugal,Primeira Liga,2020,Boavista FC
Europe,Russia,Russia Premier League,2018,FC Ural Yekaterinburg
Europe,Russia,Russia Premier League,2018,FC Anzhi Makhachkala
Europe,Russia,Russia Premier League,2018,FC Spartak Moscow
Europe,Russia,Russia Premier League,2018,FC Orenburg
Europe,Russia,Russia Premier League,2018,FC Rostov
Europe,Russia,Russia Premier League,2018,Republican FC Akhmat Grozny
Europe,Russia,Russia Premier League,2018,FK Yenisey Krasnoyarsk
Europe,Russia,Russia Premier League,2018,FC Zenit St Petersburg
Europe,Russia,Russia Premier League,2018,FC Arsenal Tula
Europe,Russia,Russia Premier League,2018,FC Dinamo Moscow
Europe,Russia,Russia Premier League,2018,FC Rubin Kazan
Europe,Russia,Russia Premier League,2018,FC Krasnodar
Europe,Russia,Russia Premier League,2018,FC Ufa
Europe,Russia,Russia Premier League,2018,FC Lokomotiv Moscow
Europe,Russia,Russia Premier League,2018,FC Krylia Sovetov Samara
Europe,Russia,Russia Premier League,2018,CSKA Moscow
Europe,Russia,Russia Premier League,2018,FC Tom Tomsk
Europe,Russia,Russia Premier League,2018,FC Nizhny Novgorod
Europe,Russia,Russia Premier League,2019,FC Arsenal Tula
Europe,Russia,Russia Premier League,2019,FC Dinamo Moscow
Europe,Russia,Russia Premier League,2019,FC Ural Yekaterinburg
Europe,Russia,Russia Premier League,2019,FC Ufa
Europe,Russia,Russia Premier League,2019,FC Spartak Moscow
Europe,Russia,Russia Premier League,2019,PFC Sochi
Europe,Russia,Russia Premier League,2019,FC Rostov
Europe,Russia,Russia Premier League,2019,FC Orenburg
Europe,Russia,Russia Premier League,2019,FC Krylia Sovetov Samara
Europe,Russia,Russia Premier League,2019,CSKA Moscow
Europe,Russia,Russia Premier League,2019,FC Zenit St Petersburg
Europe,Russia,Russia Premier League,2019,FC Tambov
Europe,Russia,Russia Premier League,2019,Republican FC Akhmat Grozny
Europe,Russia,Russia Premier League,2019,FC Krasnodar
Europe,Russia,Russia Premier League,2019,FC Lokomotiv Moscow
Europe,Russia,Russia Premier League,2019,FC Rubin Kazan
Europe,Russia,Russia Premier League,2020,FC Khimki
Europe,Russia,Russia Premier League,2020,FC Rotor Volgograd
Europe,Russia,Russia Premier League,2020,FC Krasnodar
Europe,Russia,Russia Premier League,2020,FC Rostov
Europe,Russia,Russia Premier League,2020,FC Lokomotiv Moscow
Europe,Russia,Russia Premier League,2020,FC Zenit St Petersburg
Europe,Russia,Russia Premier League,2020,FC Rubin Kazan
Europe,Russia,Russia Premier League,2020,FC Tambov
Europe,Russia,Russia Premier League,2020,FC Spartak Moscow
Europe,Russia,Russia Premier League,2020,FC Arsenal Tula
Europe,Russia,Russia Premier League,2020,FC Ufa
Europe,Russia,Russia Premier League,2020,FC Dinamo Moscow
Europe,Russia,Russia Premier League,2020,PFC Sochi
Europe,Russia,Russia Premier League,2020,FC Ural Yekaterinburg
Europe,Russia,Russia Premier League,2020,Republican FC Akhmat Grozny
Europe,Russia,Russia Premier League,2020,CSKA Moscow
Europe,Scotland,Premiership,2018,Celtic Glasgow
Europe,Scotland,Premiership,2018,Livingston FC
Europe,Scotland,Premiership,2018,St Mirren FC
Europe,Scotland,Premiership,2018,FC Dundee
Europe,Scotland,Premiership,2018,Hamilton Academical FC
Europe,Scotland,Premiership,2018,Heart of Midlothian
Europe,Scotland,Premiership,2018,Kilmarnock FC
Europe,Scotland,Premiership,2018,St Johnstone FC
Europe,Scotland,Premiership,2018,Aberdeen FC
Europe,Scotland,Premiership,2018,Rangers FC
Europe,Scotland,Premiership,2018,Hibernian FC
Europe,Scotland,Premiership,2018,Motherwell FC
Europe,Scotland,Premiership,2018,Ayr United
Europe,Scotland,Premiership,2018,Inverness Caledonian Thistle
Europe,Scotland,Premiership,2018,Dundee United
Europe,Scotland,Premiership,2019,Celtic Glasgow
Europe,Scotland,Premiership,2019,St Johnstone FC
Europe,Scotland,Premiership,2019,Hibernian FC
Europe,Scotland,Premiership,2019,St Mirren FC
Europe,Scotland,Premiership,2019,Livingston FC
Europe,Scotland,Premiership,2019,Motherwell FC
Europe,Scotland,Premiership,2019,Ross County FC
Europe,Scotland,Premiership,2019,Hamilton Academical FC
Europe,Scotland,Premiership,2019,Kilmarnock FC
Europe,Scotland,Premiership,2019,Rangers FC
Europe,Scotland,Premiership,2019,Aberdeen FC
Europe,Scotland,Premiership,2019,Heart of Midlothian
Europe,Scotland,Premiership,2020,Hibernian FC
Europe,Scotland,Premiership,2020,Aberdeen FC
Europe,Scotland,Premiership,2020,Celtic Glasgow
Europe,Scotland,Premiership,2020,Hamilton Academical FC
Europe,Scotland,Premiership,2020,St Mirren FC
Europe,Scotland,Premiership,2020,Kilmarnock FC
Europe,Scotland,Premiership,2020,St Johnstone FC
Europe,Scotland,Premiership,2020,Ross County FC
Europe,Scotland,Premiership,2020,Dundee United
Europe,Scotland,Premiership,2020,Motherwell FC
Europe,Scotland,Premiership,2020,Livingston FC
Europe,Scotland,Premiership,2020,Rangers FC
Europe,Spain,LaLiga,2018,Girona FC
Europe,Spain,LaLiga,2018,Real Valladolid
Europe,Spain,LaLiga,2018,Real Betis Balompie
Europe,Spain,LaLiga,2018,UD Levante
Europe,Spain,LaLiga,2018,RC Celta de Vigo
Europe,Spain,LaLiga,2018,RCD Espanyol Barcelona
Europe,Spain,LaLiga,2018,CF Villarreal
Europe,Spain,LaLiga,2018,Real Sociedad
Europe,Spain,LaLiga,2018,FC Barcelona
Europe,Spain,LaLiga,2018,Deportivo Alaves Sad
Europe,Spain,LaLiga,2018,SD Eibar
Europe,Spain,LaLiga,2018,SD Huesca
Europe,Spain,LaLiga,2018,Rayo Vallecano
Europe,Spain,LaLiga,2018,FC Sevilla
Europe,Spain,LaLiga,2018,Real Madrid
Europe,Spain,LaLiga,2018,CF Getafe
Europe,Spain,LaLiga,2018,CF Valencia
Europe,Spain,LaLiga,2018,Atletico Madrid
Europe,Spain,LaLiga,2018,Athletic Bilbao
Europe,Spain,LaLiga,2018,CD Leganes
Europe,Spain,LaLiga,2019,Athletic Bilbao
Europe,Spain,LaLiga,2019,FC Barcelona
Europe,Spain,LaLiga,2019,RC Celta de Vigo
Europe,Spain,LaLiga,2019,Real Madrid
Europe,Spain,LaLiga,2019,CF Valencia
Europe,Spain,LaLiga,2019,Real Sociedad
Europe,Spain,LaLiga,2019,RCD Mallorca
Europe,Spain,LaLiga,2019,SD Eibar
Europe,Spain,LaLiga,2019,CD Leganes
Europe,Spain,LaLiga,2019,CA Osasuna
Europe,Spain,LaLiga,2019,CF Villarreal
Europe,Spain,LaLiga,2019,Granada CF
Europe,Spain,LaLiga,2019,Deportivo Alaves Sad
Europe,Spain,LaLiga,2019,UD Levante
Europe,Spain,LaLiga,2019,RCD Espanyol Barcelona
Europe,Spain,LaLiga,2019,FC Sevilla
Europe,Spain,LaLiga,2019,Real Betis Balompie
Europe,Spain,LaLiga,2019,Real Valladolid
Europe,Spain,LaLiga,2019,Atletico Madrid
Europe,Spain,LaLiga,2019,CF Getafe
Europe,Spain,LaLiga,2020,Deportivo Alaves Sad
Europe,Spain,LaLiga,2020,Real Betis Balompie
Europe,Spain,LaLiga,2020,FC Barcelona
Europe,Spain,LaLiga,2020,Elche CF
Europe,Spain,LaLiga,2020,SD Eibar
Europe,Spain,LaLiga,2020,RC Celta de Vigo
Europe,Spain,LaLiga,2020,Cadiz CF
Europe,Spain,LaLiga,2020,CA Osasuna
Europe,Spain,LaLiga,2020,Granada CF
Europe,Spain,LaLiga,2020,Athletic Bilbao
Europe,Spain,LaLiga,2020,Real Madrid
Europe,Spain,LaLiga,2020,CF Getafe
Europe,Spain,LaLiga,2020,CF Valencia
Europe,Spain,LaLiga,2020,UD Levante
Europe,Spain,LaLiga,2020,Real Valladolid
Europe,Spain,LaLiga,2020,Real Sociedad
Europe,Spain,LaLiga,2020,CF Villarreal
Europe,Spain,LaLiga,2020,SD Huesca
Europe,Spain,LaLiga,2020,FC Sevilla
Europe,Spain,LaLiga,2020,Atletico Madrid
Europe,Sweden,Allsvenskan,2019,Falkenbergs FF
Europe,Sweden,Allsvenskan,2019,Orebro SK
Europe,Sweden,Allsvenskan,2019,Kalmar FF
Europe,Sweden,Allsvenskan,2019,IK Sirius FK
Europe,Sweden,Allsvenskan,2019,AIK
Europe,Sweden,Allsvenskan,2019,Ostersunds FK
Europe,Sweden,Allsvenskan,2019,Helsingborgs IF
Europe,Sweden,Allsvenskan,2019,IFK Norrkoping
Europe,Sweden,Allsvenskan,2019,AFC Eskilstuna
Europe,Sweden,Allsvenskan,2019,IFK Goteborg
Europe,Sweden,Allsvenskan,2019,Malmo FF
Europe,Sweden,Allsvenskan,2019,BK Hacken
Europe,Sweden,Allsvenskan,2019,Djurgardens IF
Europe,Sweden,Allsvenskan,2019,GIF Sundsvall
Europe,Sweden,Allsvenskan,2019,IF Elfsborg
Europe,Sweden,Allsvenskan,2019,Hammarby IF
Europe,Sweden,Allsvenskan,2019,IK Brage
Europe,Sweden,Allsvenskan,2020,AIK
Europe,Sweden,Allsvenskan,2020,BK Hacken
Europe,Sweden,Allsvenskan,2020,Helsingborgs IF
Europe,Sweden,Allsvenskan,2020,Djurgardens IF
Europe,Sweden,Allsvenskan,2020,Mjallby AIF
Europe,Sweden,Allsvenskan,2020,IFK Goteborg
Europe,Sweden,Allsvenskan,2020,Hammarby IF
Europe,Sweden,Allsvenskan,2020,Kalmar FF
Europe,Sweden,Allsvenskan,2020,Malmo FF
Europe,Sweden,Allsvenskan,2020,IF Elfsborg
Europe,Sweden,Allsvenskan,2020,Orebro SK
Europe,Sweden,Allsvenskan,2020,IFK Norrkoping
Europe,Sweden,Allsvenskan,2020,IK Brage
Europe,Sweden,Allsvenskan,2020,IK Sirius FK
Europe,Sweden,Allsvenskan,2020,Ostersunds FK
Europe,Sweden,Allsvenskan,2020,Varbergs BoIS
Europe,Sweden,Allsvenskan,2020,Falkenbergs FF
North America,Mexico,Liga MX - Apertura,2018,Tiburones Rojos de Veracruz
North America,Mexico,Liga MX - Apertura,2018,Pumas Unam
North America,Mexico,Liga MX - Apertura,2018,Atlas FC
North America,Mexico,Liga MX - Apertura,2018,Queretaro FC
North America,Mexico,Liga MX - Apertura,2018,Cruz Azul
North America,Mexico,Liga MX - Apertura,2018,Puebla FC
North America,Mexico,Liga MX - Apertura,2018,CF Pachuca
North America,Mexico,Liga MX - Apertura,2018,CF Monterrey
North America,Mexico,Liga MX - Apertura,2018,Tigres UANL
North America,Mexico,Liga MX - Apertura,2018,Club Leon
North America,Mexico,Liga MX - Apertura,2018,Tijuana de Caliente
North America,Mexico,Liga MX - Apertura,2018,Guadalajara Chivas
North America,Mexico,Liga MX - Apertura,2018,Deportivo Toluca FC
North America,Mexico,Liga MX - Apertura,2018,CA Monarcas Morelia
North America,Mexico,Liga MX - Apertura,2018,Club Santos Laguna
North America,Mexico,Liga MX - Apertura,2018,CF Lobos B.U.A.P.
North America,Mexico,Liga MX - Apertura,2018,Necaxa
North America,Mexico,Liga MX - Apertura,2018,CF America
North America,Mexico,Liga MX - Apertura,2019,Puebla FC
North America,Mexico,Liga MX - Apertura,2019,Tijuana de Caliente
North America,Mexico,Liga MX - Apertura,2019,Atlas FC
North America,Mexico,Liga MX - Apertura,2019,FC Juarez
North America,Mexico,Liga MX - Apertura,2019,San Luis
North America,Mexico,Liga MX - Apertura,2019,Pumas Unam
North America,Mexico,Liga MX - Apertura,2019,CF Pachuca
North America,Mexico,Liga MX - Apertura,2019,Club Leon
North America,Mexico,Liga MX - Apertura,2019,CF America
North America,Mexico,Liga MX - Apertura,2019,CF Monterrey
North America,Mexico,Liga MX - Apertura,2019,Tigres UANL
North America,Mexico,Liga MX - Apertura,2019,CA Monarcas Morelia
North America,Mexico,Liga MX - Apertura,2019,Necaxa
North America,Mexico,Liga MX - Apertura,2019,Cruz Azul
North America,Mexico,Liga MX - Apertura,2019,Deportivo Toluca FC
North America,Mexico,Liga MX - Apertura,2019,Queretaro FC
North America,Mexico,Liga MX - Apertura,2019,Club Santos Laguna
North America,Mexico,Liga MX - Apertura,2019,Guadalajara Chivas
North America,Mexico,Liga MX - Apertura,2019,Tiburones Rojos de Veracruz
North America,Mexico,Liga MX - Apertura,2020,Cruz Azul
North America,Mexico,Liga MX - Apertura,2020,Necaxa
North America,Mexico,Liga MX - Apertura,2020,Pumas Unam
North America,Mexico,Liga MX - Apertura,2020,Tijuana de Caliente
North America,Mexico,Liga MX - Apertura,2020,Club Santos Laguna
North America,Mexico,Liga MX - Apertura,2020,Queretaro FC
North America,Mexico,Liga MX - Apertura,2020,CF Monterrey
North America,Mexico,Liga MX - Apertura,2020,Atlas FC
North America,Mexico,Liga MX - Apertura,2020,Deportivo Toluca FC
North America,Mexico,Liga MX - Apertura,2020,CF America
North America,Mexico,Liga MX - Apertura,2020,Puebla FC
North America,Mexico,Liga MX - Apertura,2020,CF Pachuca
North America,Mexico,Liga MX - Apertura,2020,Guadalajara Chivas
North America,Mexico,Liga MX - Apertura,2020,San Luis
North America,Mexico,Liga MX - Apertura,2020,FC Juarez
North America,Mexico,Liga MX - Apertura,2020,CA Monarcas Morelia
North America,Mexico,Liga MX - Apertura,2020,Tigres UANL
North America,Mexico,Liga MX - Apertura,2020,Club Leon
North America,USA,MLS,2019,Philadelphia Union
North America,USA,MLS,2019,Toronto FC
North America,USA,MLS,2019,Orlando City SC
North America,USA,MLS,2019,New York City FC
North America,USA,MLS,2019,Columbus Crew
North America,USA,MLS,2019,NY Red Bulls
North America,USA,MLS,2019,FC Dallas
North America,USA,MLS,2019,New England Revolution
North America,USA,MLS,2019,Colorado Rapids
North America,USA,MLS,2019,Portland Timbers
North America,USA,MLS,2019,Houston Dynamo
North America,USA,MLS,2019,Real Salt Lake
North America,USA,MLS,2019,Vancouver Whitecaps FC
North America,USA,MLS,2019,Minnesota United FC
North America,USA,MLS,2019,Los Angeles Galaxy
North America,USA,MLS,2019,Chicago Fire
North America,USA,MLS,2019,San Jose Earthquakes
North America,USA,MLS,2019,Montreal Impact
North America,USA,MLS,2019,Seattle Sounders
North America,USA,MLS,2019,FC Cincinnati
North America,USA,MLS,2019,DC United
North America,USA,MLS,2019,Atlanta United FC
North America,USA,MLS,2019,Los Angeles FC
North America,USA,MLS,2019,Sporting Kansas City
North America,USA,MLS,2020,Portland Timbers
North America,USA,MLS,2020,Los Angeles FC
North America,USA,MLS,2020,Colorado Rapids
North America,USA,MLS,2020,Minnesota United FC
North America,USA,MLS,2020,Houston Dynamo
North America,USA,MLS,2020,Toronto FC
North America,USA,MLS,2020,Real Salt Lake
North America,USA,MLS,2020,Nashville SC
North America,USA,MLS,2020,San Jose Earthquakes
North America,USA,MLS,2020,FC Dallas
North America,USA,MLS,2020,Vancouver Whitecaps FC
North America,USA,MLS,2020,Chicago Fire
North America,USA,MLS,2020,New York City FC
North America,USA,MLS,2020,Los Angeles Galaxy
North America,USA,MLS,2020,Philadelphia Union
North America,USA,MLS,2020,Orlando City SC
North America,USA,MLS,2020,Atlanta United FC
North America,USA,MLS,2020,NY Red Bulls
North America,USA,MLS,2020,DC United
North America,USA,MLS,2020,Montreal Impact
North America,USA,MLS,2020,New England Revolution
North America,USA,MLS,2020,Sporting Kansas City
North America,USA,MLS,2020,Columbus Crew
North America,USA,MLS,2020,FC Cincinnati
North America,USA,MLS,2020,Seattle Sounders
North America,USA,MLS,2020,Inter Miami CF
South America,Brazil,Brasileiro Serie A,2019,Sao Paulo FC SP
South America,Brazil,Brasileiro Serie A,2019,Botafogo FR RJ
South America,Brazil,Brasileiro Serie A,2019,Atletico Mineiro MG
South America,Brazil,Brasileiro Serie A,2019,Avai FC SC
South America,Brazil,Brasileiro Serie A,2019,Chapecoense SC
South America,Brazil,Brasileiro Serie A,2019,SC Internacional RS
South America,Brazil,Brasileiro Serie A,2019,CR Flamengo RJ
South America,Brazil,Brasileiro Serie A,2019,Cruzeiro EC MG
South America,Brazil,Brasileiro Serie A,2019,Gremio FB Porto Alegrense RS
South America,Brazil,Brasileiro Serie A,2019,Santos FC SP
South America,Brazil,Brasileiro Serie A,2019,Ceara SC CE
South America,Brazil,Brasileiro Serie A,2019,CS Alagoano AL
South America,Brazil,Brasileiro Serie A,2019,EC Bahia BA
South America,Brazil,Brasileiro Serie A,2019,SC Corinthians SP
South America,Brazil,Brasileiro Serie A,2019,CA Paranaense PR
South America,Brazil,Brasileiro Serie A,2019,CR Vasco da Gama RJ
South America,Brazil,Brasileiro Serie A,2019,SE Palmeiras SP
South America,Brazil,Brasileiro Serie A,2019,Fortaleza EC CE
South America,Brazil,Brasileiro Serie A,2019,Fluminense FC RJ
South America,Brazil,Brasileiro Serie A,2019,Goias EC GO
South America,Brazil,Brasileiro Serie A,2020,Sao Paulo FC SP
South America,Brazil,Brasileiro Serie A,2020,SC Corinthians SP
South America,Brazil,Brasileiro Serie A,2020,Coritiba FC PR
South America,Brazil,Brasileiro Serie A,2020,SC Recife PE
South America,Brazil,Brasileiro Serie A,2020,Fortaleza EC CE
South America,Brazil,Brasileiro Serie A,2020,CA Bragantino SP
South America,Brazil,Brasileiro Serie A,2020,Santos FC SP
South America,Brazil,Brasileiro Serie A,2020,CR Flamengo RJ
South America,Brazil,Brasileiro Serie A,2020,Gremio FB Porto Alegrense RS
South America,Brazil,Brasileiro Serie A,2020,Goias EC GO
South America,Brazil,Brasileiro Serie A,2020,SC Internacional RS
South America,Brazil,Brasileiro Serie A,2020,CR Vasco da Gama RJ
South America,Brazil,Brasileiro Serie A,2020,SE Palmeiras SP
South America,Brazil,Brasileiro Serie A,2020,Atletico Mineiro MG
South America,Brazil,Brasileiro Serie A,2020,Ceara SC CE
South America,Brazil,Brasileiro Serie A,2020,EC Bahia BA
South America,Brazil,Brasileiro Serie A,2020,Botafogo FR RJ
South America,Brazil,Brasileiro Serie A,2020,Fluminense FC RJ
South America,Brazil,Brasileiro Serie A,2020,AC Goianiense GO
South America,Brazil,Brasileiro Serie A,2020,CA Paranaense PR
