continent,country,league,season,team_name,type,player_id,name,reason,since,expected_return
Asia,Japan,J1 League,2020,Cerezo Osaka,injuries,44943,"Takagi, Toshiyuki",Herniated Disc,2020-03-04,?
Asia,Japan,J1 League,2020,Cerezo Osaka,injuries,44949,"Nagaishi, Takumi",Fatigue fracture,2020-05-21,?
Asia,Japan,J1 League,2020,Cerezo Osaka,injuries,14989,"Nishikawa, Jun",Torn Muscle Fibre,2020-07-03,?
Asia,Japan,J1 League,2020,Cerezo Osaka,injuries,44953,"Yamauchi, Hirofumi",Medial Collateral Ligament Tear,2020-07-12,?
Asia,Japan,J1 League,2020,Cerezo Osaka,injuries,44945,"Akiyama, Daichi",Fatigue fracture,2020-01-27,?
Asia,Japan,J1 League,2020,Kawasaki Frontale,injuries,45021,"Fujishima, Eisuke",Cruciate Ligament Surgery,2019-07-09,?
Asia,Japan,J1 League,2020,Kawasaki Frontale,injuries,15037,"Hasegawa, Tatsuya",Medial Collateral Ligament Tear,2020-07-23,?
Asia,Japan,J1 League,2020,Kawasaki Frontale,injuries,45018,"Nakamura, Kengo",Fitness,2020-07-28,?
Asia,Japan,J1 League,2020,Sanfrecce Hiroshima,injuries,1297,"Kashiwa, Yoshifumi",Biceps femoris muscle injury,2020-07-05,?
Asia,Japan,J1 League,2020,Shonan Bellmare,injuries,44775,"Ohashi, Yuki",Acromioclavicular Separation,2020-03-07,?
Asia,Japan,J1 League,2020,Shonan Bellmare,injuries,15008,"Umesaki, Tsukasa",Torn Meniscus,2020-06-05,?
Asia,Japan,J1 League,2020,Yokohama F Marinos,injuries,1224,"Park, Il-kyu",Hand fracture,2020-06-15,?
Asia,Japan,J1 League,2020,Yokohama F Marinos,injuries,73307,"Saneto, Yuki",Hamstring Injury,2020-07-05,?
Asia,Japan,J1 League,2019,Cerezo Osaka,injuries,44943,"Takagi, Toshiyuki",Herniated Disc,2020-03-04,?
Asia,Japan,J1 League,2019,Cerezo Osaka,injuries,44949,"Nagaishi, Takumi",Fatigue fracture,2020-05-21,?
Asia,Japan,J1 League,2019,Cerezo Osaka,injuries,14989,"Nishikawa, Jun",Torn Muscle Fibre,2020-07-03,?
Asia,Japan,J1 League,2019,Cerezo Osaka,injuries,44953,"Yamauchi, Hirofumi",Medial Collateral Ligament Tear,2020-07-12,?
Asia,Japan,J1 League,2019,Cerezo Osaka,injuries,44945,"Akiyama, Daichi",Fatigue fracture,2020-01-27,?
Asia,Japan,J1 League,2019,Kawasaki Frontale,injuries,45021,"Fujishima, Eisuke",Cruciate Ligament Surgery,2019-07-09,?
Asia,Japan,J1 League,2019,Kawasaki Frontale,injuries,15037,"Hasegawa, Tatsuya",Medial Collateral Ligament Tear,2020-07-23,?
Asia,Japan,J1 League,2019,Kawasaki Frontale,injuries,45018,"Nakamura, Kengo",Fitness,2020-07-28,?
Asia,Japan,J1 League,2019,Sanfrecce Hiroshima,injuries,1297,"Kashiwa, Yoshifumi",Biceps femoris muscle injury,2020-07-05,?
Asia,Japan,J1 League,2019,Shonan Bellmare,injuries,44775,"Ohashi, Yuki",Acromioclavicular Separation,2020-03-07,?
Asia,Japan,J1 League,2019,Shonan Bellmare,injuries,15008,"Umesaki, Tsukasa",Torn Meniscus,2020-06-05,?
Asia,Japan,J1 League,2019,Yokohama F Marinos,injuries,1224,"Park, Il-kyu",Hand fracture,2020-06-15,?
Asia,Japan,J1 League,2019,Yokohama F Marinos,injuries,73307,"Saneto, Yuki",Hamstring Injury,2020-07-05,?
Asia,Republic of Korea,K League 1,2020,Jeonbuk Hyundai,?,26824,"Lee, Yong",,?,?
Asia,Republic of Korea,K League 1,2020,Pohang Steelers FC,injuries,99272,"Palocevic, Aleksandar",Ankle Injury,2020-06-16,?
Asia,Republic of Korea,K League 1,2019,Jeonbuk Hyundai,?,26824,"Lee, Yong",,?,?
Asia,Republic of Korea,K League 1,2019,Pohang Steelers FC,injuries,99272,"Palocevic, Aleksandar",Ankle Injury,2020-06-16,?
Europe,Belgium,Jupiler League,2020,Club Brugge,injuries,4532,"Vormer, Ruud",Torn Knee Ligament,2020-02-23,?
Europe,Belgium,Jupiler League,2020,Club Brugge,injuries,4527,"Dennis, Emmanuel",Ankle Injury,2020-02-25,?
Europe,Belgium,Jupiler League,2020,KAA Gent,?,4607,"Asare, Nana",,?,?
Europe,Belgium,Jupiler League,2020,KAA Gent,?,4604,"Odjidja, Vadis",,?,?
Europe,Belgium,Jupiler League,2020,KAA Gent,?,21593,"Yaremchuk, Roman",,?,?
Europe,Belgium,Jupiler League,2020,KAA Gent,?,4610,"Owusu, Elisha",,?,?
Europe,Belgium,Jupiler League,2020,KAA Gent,?,4603,"David, Jonathan",,?,?
Europe,Belgium,Jupiler League,2019,Club Brugge,injuries,4532,"Vormer, Ruud",Torn Knee Ligament,2020-02-23,?
Europe,Belgium,Jupiler League,2019,Club Brugge,injuries,4527,"Dennis, Emmanuel",Ankle Injury,2020-02-25,?
Europe,Belgium,Jupiler League,2019,KAA Gent,?,4607,"Asare, Nana",,?,?
Europe,Belgium,Jupiler League,2019,KAA Gent,?,4604,"Odjidja, Vadis",,?,?
Europe,Belgium,Jupiler League,2019,KAA Gent,?,21593,"Yaremchuk, Roman",,?,?
Europe,Belgium,Jupiler League,2019,KAA Gent,?,4610,"Owusu, Elisha",,?,?
Europe,Belgium,Jupiler League,2019,KAA Gent,?,4603,"David, Jonathan",,?,?
Europe,Belgium,Jupiler League,2018,Club Brugge,injuries,4532,"Vormer, Ruud",Torn Knee Ligament,2020-02-23,?
Europe,Belgium,Jupiler League,2018,Club Brugge,injuries,4527,"Dennis, Emmanuel",Ankle Injury,2020-02-25,?
Europe,Belgium,Jupiler League,2018,KAA Gent,?,4607,"Asare, Nana",,?,?
Europe,Belgium,Jupiler League,2018,KAA Gent,?,4604,"Odjidja, Vadis",,?,?
Europe,Belgium,Jupiler League,2018,KAA Gent,?,21593,"Yaremchuk, Roman",,?,?
Europe,Belgium,Jupiler League,2018,KAA Gent,?,4610,"Owusu, Elisha",,?,?
Europe,Belgium,Jupiler League,2018,KAA Gent,?,4603,"David, Jonathan",,?,?
Europe,England,England Premier League,2020,Chelsea FC,injuries,17172,"Gilmour, Billy",Knee Injury,2020-07-09,?
Europe,England,England Premier League,2020,Chelsea FC,injuries,6473,"Azpilicueta, Cesar",Calf Strain,2020-08-01,2020-08-22
Europe,England,England Premier League,2020,Chelsea FC,injuries,6414,"Pulisic, Christian",Hamstring Injury,2020-08-02,?
Europe,England,England Premier League,2020,Chelsea FC,injuries,23939,"Baba, Rahman",Knee Injury,2019-09-23,?
Europe,England,England Premier League,2020,Fulham FC,injuries,11288,"Mitrovic, Aleksandar",Knock,2020-07-26,2020-07-29
Europe,England,England Premier League,2020,Fulham FC,suspensions,361,"Zambo Anguissa, Andre-Frank",No eligibility,2020-07-27,2020-08-03
Europe,England,England Premier League,2020,Leeds United,injuries,27125,"Forshaw, Adam",Hip Injury,2019-09-30,?
Europe,England,England Premier League,2020,Liverpool FC,?,6469,"Milner, James",,?,?
Europe,England,England Premier League,2020,Manchester City,injuries,82813,"Steffen, Zack",Medial Collateral Ligament Injury,2020-04-27,?
Europe,England,England Premier League,2020,Manchester United,?,442,"James, Daniel",,?,?
Europe,England,England Premier League,2020,Southampton FC,injuries,17966,"Carrillo, Guido",Hamstring Injury,2020-06-23,?
Europe,England,England Premier League,2020,Southampton FC,injuries,22646,"McQueen, Sam",Cruciate Ligament Rupture,2018-10-31,?
Europe,England,England Premier League,2020,West Bromwich Albion,injuries,27060,"Leko, Jonathan",Cruciate Ligament Injury,2019-12-21,2020-08-08
Europe,England,England Premier League,2020,West Ham United,?,6410,"Snodgrass, Robert",,?,?
Europe,England,England Premier League,2020,West Ham United,?,6465,"Ogbonna, Angelo",,?,?
Europe,England,England Premier League,2020,Wolverhampton Wanderers,?,446,"Coady, Conor",,?,?
Europe,England,England Premier League,2020,Wolverhampton Wanderers,?,176,"Dendoncker, Leander",,?,?
Europe,England,England Premier League,2019,AFC Bournemouth,injuries,22615,"Daniels, Charlie",Knee Surgery,2019-08-26,?
Europe,England,England Premier League,2019,Chelsea FC,injuries,17172,"Gilmour, Billy",Knee Injury,2020-07-09,?
Europe,England,England Premier League,2019,Chelsea FC,injuries,6473,"Azpilicueta, Cesar",Calf Strain,2020-08-01,2020-08-22
Europe,England,England Premier League,2019,Chelsea FC,injuries,6414,"Pulisic, Christian",Hamstring Injury,2020-08-02,?
Europe,England,England Premier League,2019,Chelsea FC,injuries,23939,"Baba, Rahman",Knee Injury,2019-09-23,?
Europe,England,England Premier League,2019,Liverpool FC,?,6469,"Milner, James",,?,?
Europe,England,England Premier League,2019,Manchester City,injuries,82813,"Steffen, Zack",Medial Collateral Ligament Injury,2020-04-27,?
Europe,England,England Premier League,2019,Manchester United,?,442,"James, Daniel",,?,?
Europe,England,England Premier League,2019,Southampton FC,injuries,17966,"Carrillo, Guido",Hamstring Injury,2020-06-23,?
Europe,England,England Premier League,2019,Southampton FC,injuries,22646,"McQueen, Sam",Cruciate Ligament Rupture,2018-10-31,?
Europe,England,England Premier League,2019,West Ham United,?,6410,"Snodgrass, Robert",,?,?
Europe,England,England Premier League,2019,West Ham United,?,6465,"Ogbonna, Angelo",,?,?
Europe,England,England Premier League,2019,Wolverhampton Wanderers,?,446,"Coady, Conor",,?,?
Europe,England,England Premier League,2019,Wolverhampton Wanderers,?,176,"Dendoncker, Leander",,?,?
Europe,England,England Premier League,2018,AFC Bournemouth,injuries,22615,"Daniels, Charlie",Knee Surgery,2019-08-26,?
Europe,England,England Premier League,2018,Cardiff City,?,12297,"Morrison, Sean",,?,?
Europe,England,England Premier League,2018,Cardiff City,?,12306,"Pack, Marlon",,?,?
Europe,England,England Premier League,2018,Cardiff City,?,12304,"Murphy, Josh",,?,?
Europe,England,England Premier League,2018,Chelsea FC,injuries,17172,"Gilmour, Billy",Knee Injury,2020-07-09,?
Europe,England,England Premier League,2018,Chelsea FC,injuries,6473,"Azpilicueta, Cesar",Calf Strain,2020-08-01,2020-08-22
Europe,England,England Premier League,2018,Chelsea FC,injuries,6414,"Pulisic, Christian",Hamstring Injury,2020-08-02,?
Europe,England,England Premier League,2018,Chelsea FC,injuries,23939,"Baba, Rahman",Knee Injury,2019-09-23,?
Europe,England,England Premier League,2018,Fulham FC,injuries,11288,"Mitrovic, Aleksandar",Knock,2020-07-26,2020-07-29
Europe,England,England Premier League,2018,Fulham FC,suspensions,361,"Zambo Anguissa, Andre-Frank",No eligibility,2020-07-27,2020-08-03
Europe,England,England Premier League,2018,Liverpool FC,?,6469,"Milner, James",,?,?
Europe,England,England Premier League,2018,Manchester City,injuries,82813,"Steffen, Zack",Medial Collateral Ligament Injury,2020-04-27,?
Europe,England,England Premier League,2018,Manchester United,?,442,"James, Daniel",,?,?
Europe,England,England Premier League,2018,Southampton FC,injuries,17966,"Carrillo, Guido",Hamstring Injury,2020-06-23,?
Europe,England,England Premier League,2018,Southampton FC,injuries,22646,"McQueen, Sam",Cruciate Ligament Rupture,2018-10-31,?
Europe,England,England Premier League,2018,West Ham United,?,6410,"Snodgrass, Robert",,?,?
Europe,England,England Premier League,2018,West Ham United,?,6465,"Ogbonna, Angelo",,?,?
Europe,England,England Premier League,2018,Wolverhampton Wanderers,?,446,"Coady, Conor",,?,?
Europe,England,England Premier League,2018,Wolverhampton Wanderers,?,176,"Dendoncker, Leander",,?,?
Europe,England,Championship,2020,AFC Bournemouth,injuries,22615,"Daniels, Charlie",Knee Surgery,2019-08-26,?
Europe,England,Championship,2020,Barnsley,?,12277,"Halme, Aapo",,?,?
Europe,England,Championship,2020,Barnsley,?,14802,"Andersen, Mads",,?,?
Europe,England,Championship,2020,Barnsley,?,12280,"Williams, Jordan",,?,?
Europe,England,Championship,2020,Barnsley,?,12272,"Brown, Jacob",,?,?
Europe,England,Championship,2020,Birmingham City,?,5222,"Gardner, Gary",,?,?
Europe,England,Championship,2020,Birmingham City,?,5226,"Sunjic, Ivan",,?,?
Europe,England,Championship,2020,Birmingham City,?,5221,"Colin, Maxime",,?,?
Europe,England,Championship,2020,Blackburn Rovers,injuries,27048,"Dack, Bradley",Cruciate Ligament Injury,2019-12-23,2020-12-01
Europe,England,Championship,2020,Brentford FC,injuries,21124,"Forss, Marcus",Hamstring Injury,2020-01-12,?
Europe,England,Championship,2020,Brentford FC,suspensions,12338,"Henry, Rico",Red card suspension,2020-07-27,?
Europe,England,Championship,2020,Bristol City,?,27115,"Rowe, Tommy",,?,?
Europe,England,Championship,2020,Bristol City,?,11277,"Wells, Nahki",,?,?
Europe,England,Championship,2020,Cardiff City,?,12297,"Morrison, Sean",,?,?
Europe,England,Championship,2020,Cardiff City,?,12306,"Pack, Marlon",,?,?
Europe,England,Championship,2020,Cardiff City,?,12304,"Murphy, Josh",,?,?
Europe,England,Championship,2020,Coventry City,injuries,21164,"Jobello, Wesley",Cruciate Ligament Rupture,2019-10-04,?
Europe,England,Championship,2020,Derby County,injuries,22784,"Bielik, Krystian",Cruciate Ligament Rupture,2020-01-13,2020-10-13
Europe,England,Championship,2020,Luton Town,?,12405,"Collins, James",,?,?
Europe,England,Championship,2020,Luton Town,?,12403,"Rea, Glen",,?,?
Europe,England,Championship,2020,Luton Town,?,12410,"Shinnie, Andrew",,?,?
Europe,England,Championship,2020,Middlesbrough FC,?,5264,"Saville, George",,?,?
Europe,England,Championship,2020,Middlesbrough FC,?,5273,"Clayton, Adam",,?,?
Europe,England,Championship,2020,Middlesbrough FC,?,5266,"Johnson, Marvin",,?,?
Europe,England,Championship,2020,Millwall FC,injuries,27076,"Thompson, Ben",Unknown Injury,2019-12-15,?
Europe,England,Championship,2020,Millwall FC,injuries,27074,"Fielding, Frank",Arm Injury,2020-01-27,?
Europe,England,Championship,2020,Nottingham Forest,?,27094,"Sow, Samba",,?,?
Europe,England,Championship,2020,Nottingham Forest,?,7987,"Semedo, Alfa",,?,?
Europe,England,Championship,2020,Preston North End,?,27085,"Pearson, Ben",,?,?
Europe,England,Championship,2020,Preston North End,?,12249,"Harrop, Josh",,?,?
Europe,England,Championship,2020,Queens Park Rangers,?,12261,"Cameron, Geoff",,?,?
Europe,England,Championship,2020,Queens Park Rangers,?,12263,"Osayi-Samuel, Bright",,?,?
Europe,England,Championship,2020,Queens Park Rangers,?,12256,"Ball, Dominic",,?,?
Europe,England,Championship,2020,Reading FC,suspensions,12230,"Blackett, Tyler",Red card suspension,2018-12-27,?
Europe,England,Championship,2020,Sheffield Wednesday,?,9015,"Odubajo, Moses",,?,?
Europe,England,Championship,2020,Sheffield Wednesday,?,26810,"Luongo, Massimo",,?,?
Europe,England,Championship,2020,Sheffield Wednesday,?,9031,"Iorfa, Dominic",,?,?
Europe,England,Championship,2020,Stoke City,injuries,12508,"Allen, Joe",Achilles tendon rupture,2020-03-07,2020-09-07
Europe,England,Championship,2020,Stoke City,injuries,595,"Etebo, Oghenekaro",Unknown Injury,2020-06-30,?
Europe,England,Championship,2020,Stoke City,suspensions,595,"Etebo, Oghenekaro",No eligibility,2020-02-17,?
Europe,England,Championship,2020,Swansea City,suspensions,12545,"Naughton, Kyle",Red card suspension,2020-07-16,?
Europe,England,Championship,2019,Barnsley,?,12277,"Halme, Aapo",,?,?
Europe,England,Championship,2019,Barnsley,?,14802,"Andersen, Mads",,?,?
Europe,England,Championship,2019,Barnsley,?,12280,"Williams, Jordan",,?,?
Europe,England,Championship,2019,Barnsley,?,12272,"Brown, Jacob",,?,?
Europe,England,Championship,2019,Birmingham City,?,5222,"Gardner, Gary",,?,?
Europe,England,Championship,2019,Birmingham City,?,5226,"Sunjic, Ivan",,?,?
Europe,England,Championship,2019,Birmingham City,?,5221,"Colin, Maxime",,?,?
Europe,England,Championship,2019,Blackburn Rovers,injuries,27048,"Dack, Bradley",Cruciate Ligament Injury,2019-12-23,2020-12-01
Europe,England,Championship,2019,Brentford FC,injuries,21124,"Forss, Marcus",Hamstring Injury,2020-01-12,?
Europe,England,Championship,2019,Brentford FC,suspensions,12338,"Henry, Rico",Red card suspension,2020-07-27,?
Europe,England,Championship,2019,Bristol City,?,27115,"Rowe, Tommy",,?,?
Europe,England,Championship,2019,Bristol City,?,11277,"Wells, Nahki",,?,?
Europe,England,Championship,2019,Cardiff City,?,12297,"Morrison, Sean",,?,?
Europe,England,Championship,2019,Cardiff City,?,12306,"Pack, Marlon",,?,?
Europe,England,Championship,2019,Cardiff City,?,12304,"Murphy, Josh",,?,?
Europe,England,Championship,2019,Charlton Athletic,injuries,27059,"Page, Lewis",Hamstring Injury,2019-08-31,?
Europe,England,Championship,2019,Derby County,injuries,22784,"Bielik, Krystian",Cruciate Ligament Rupture,2020-01-13,2020-10-13
Europe,England,Championship,2019,Fulham FC,injuries,11288,"Mitrovic, Aleksandar",Knock,2020-07-26,2020-07-29
Europe,England,Championship,2019,Fulham FC,suspensions,361,"Zambo Anguissa, Andre-Frank",No eligibility,2020-07-27,2020-08-03
Europe,England,Championship,2019,Hull City,injuries,26957,"MacDonald, Angus",Cancer,2019-09-04,?
Europe,England,Championship,2019,Leeds United,injuries,27125,"Forshaw, Adam",Hip Injury,2019-09-30,?
Europe,England,Championship,2019,Luton Town,?,12405,"Collins, James",,?,?
Europe,England,Championship,2019,Luton Town,?,12403,"Rea, Glen",,?,?
Europe,England,Championship,2019,Luton Town,?,12410,"Shinnie, Andrew",,?,?
Europe,England,Championship,2019,Middlesbrough FC,?,5264,"Saville, George",,?,?
Europe,England,Championship,2019,Middlesbrough FC,?,5273,"Clayton, Adam",,?,?
Europe,England,Championship,2019,Middlesbrough FC,?,5266,"Johnson, Marvin",,?,?
Europe,England,Championship,2019,Millwall FC,injuries,27076,"Thompson, Ben",Unknown Injury,2019-12-15,?
Europe,England,Championship,2019,Millwall FC,injuries,27074,"Fielding, Frank",Arm Injury,2020-01-27,?
Europe,England,Championship,2019,Nottingham Forest,?,27094,"Sow, Samba",,?,?
Europe,England,Championship,2019,Nottingham Forest,?,7987,"Semedo, Alfa",,?,?
Europe,England,Championship,2019,Preston North End,?,27085,"Pearson, Ben",,?,?
Europe,England,Championship,2019,Preston North End,?,12249,"Harrop, Josh",,?,?
Europe,England,Championship,2019,Queens Park Rangers,?,12261,"Cameron, Geoff",,?,?
Europe,England,Championship,2019,Queens Park Rangers,?,12263,"Osayi-Samuel, Bright",,?,?
Europe,England,Championship,2019,Queens Park Rangers,?,12256,"Ball, Dominic",,?,?
Europe,England,Championship,2019,Reading FC,suspensions,12230,"Blackett, Tyler",Red card suspension,2018-12-27,?
Europe,England,Championship,2019,Sheffield Wednesday,?,9015,"Odubajo, Moses",,?,?
Europe,England,Championship,2019,Sheffield Wednesday,?,26810,"Luongo, Massimo",,?,?
Europe,England,Championship,2019,Sheffield Wednesday,?,9031,"Iorfa, Dominic",,?,?
Europe,England,Championship,2019,Stoke City,injuries,12508,"Allen, Joe",Achilles tendon rupture,2020-03-07,2020-09-07
Europe,England,Championship,2019,Stoke City,injuries,595,"Etebo, Oghenekaro",Unknown Injury,2020-06-30,?
Europe,England,Championship,2019,Stoke City,suspensions,595,"Etebo, Oghenekaro",No eligibility,2020-02-17,?
Europe,England,Championship,2019,Swansea City,suspensions,12545,"Naughton, Kyle",Red card suspension,2020-07-16,?
Europe,England,Championship,2019,West Bromwich Albion,injuries,27060,"Leko, Jonathan",Cruciate Ligament Injury,2019-12-21,2020-08-08
Europe,England,Championship,2019,Wigan Athletic,injuries,26912,"Robinson, Antonee",Groin Injury,2020-01-31,?
Europe,England,Championship,2019,Wigan Athletic,suspensions,26906,"Fox, Danny",Red card suspension,2020-07-13,?
Europe,England,Championship,2018,Birmingham City,?,5222,"Gardner, Gary",,?,?
Europe,England,Championship,2018,Birmingham City,?,5226,"Sunjic, Ivan",,?,?
Europe,England,Championship,2018,Birmingham City,?,5221,"Colin, Maxime",,?,?
Europe,England,Championship,2018,Blackburn Rovers,injuries,27048,"Dack, Bradley",Cruciate Ligament Injury,2019-12-23,2020-12-01
Europe,England,Championship,2018,Brentford FC,injuries,21124,"Forss, Marcus",Hamstring Injury,2020-01-12,?
Europe,England,Championship,2018,Brentford FC,suspensions,12338,"Henry, Rico",Red card suspension,2020-07-27,?
Europe,England,Championship,2018,Bristol City,?,27115,"Rowe, Tommy",,?,?
Europe,England,Championship,2018,Bristol City,?,11277,"Wells, Nahki",,?,?
Europe,England,Championship,2018,Derby County,injuries,22784,"Bielik, Krystian",Cruciate Ligament Rupture,2020-01-13,2020-10-13
Europe,England,Championship,2018,Hull City,injuries,26957,"MacDonald, Angus",Cancer,2019-09-04,?
Europe,England,Championship,2018,Leeds United,injuries,27125,"Forshaw, Adam",Hip Injury,2019-09-30,?
Europe,England,Championship,2018,Middlesbrough FC,?,5264,"Saville, George",,?,?
Europe,England,Championship,2018,Middlesbrough FC,?,5273,"Clayton, Adam",,?,?
Europe,England,Championship,2018,Middlesbrough FC,?,5266,"Johnson, Marvin",,?,?
Europe,England,Championship,2018,Millwall FC,injuries,27076,"Thompson, Ben",Unknown Injury,2019-12-15,?
Europe,England,Championship,2018,Millwall FC,injuries,27074,"Fielding, Frank",Arm Injury,2020-01-27,?
Europe,England,Championship,2018,Nottingham Forest,?,27094,"Sow, Samba",,?,?
Europe,England,Championship,2018,Nottingham Forest,?,7987,"Semedo, Alfa",,?,?
Europe,England,Championship,2018,Preston North End,?,27085,"Pearson, Ben",,?,?
Europe,England,Championship,2018,Preston North End,?,12249,"Harrop, Josh",,?,?
Europe,England,Championship,2018,Queens Park Rangers,?,12261,"Cameron, Geoff",,?,?
Europe,England,Championship,2018,Queens Park Rangers,?,12263,"Osayi-Samuel, Bright",,?,?
Europe,England,Championship,2018,Queens Park Rangers,?,12256,"Ball, Dominic",,?,?
Europe,England,Championship,2018,Reading FC,suspensions,12230,"Blackett, Tyler",Red card suspension,2018-12-27,?
Europe,England,Championship,2018,Sheffield Wednesday,?,9015,"Odubajo, Moses",,?,?
Europe,England,Championship,2018,Sheffield Wednesday,?,26810,"Luongo, Massimo",,?,?
Europe,England,Championship,2018,Sheffield Wednesday,?,9031,"Iorfa, Dominic",,?,?
Europe,England,Championship,2018,Stoke City,injuries,12508,"Allen, Joe",Achilles tendon rupture,2020-03-07,2020-09-07
Europe,England,Championship,2018,Stoke City,injuries,595,"Etebo, Oghenekaro",Unknown Injury,2020-06-30,?
Europe,England,Championship,2018,Stoke City,suspensions,595,"Etebo, Oghenekaro",No eligibility,2020-02-17,?
Europe,England,Championship,2018,Swansea City,suspensions,12545,"Naughton, Kyle",Red card suspension,2020-07-16,?
Europe,England,Championship,2018,West Bromwich Albion,injuries,27060,"Leko, Jonathan",Cruciate Ligament Injury,2019-12-21,2020-08-08
